canonical_afm	verdict	registry_spelling	times_seen	curated_json_name	suggested_display	your_display_name	notes
997129709	accepted	ΔΑ.Σ.Ε. Περτουλίου «ΤΖΙΑΤΖΙΑΣ»	1	ΔΑΣΙΚΟΣ ΣΥΝ/ΣΜΟΣ ΕΡΓΑΣΙΑΣ ΠΕΡΤΟΥΛΙΟΥ - ΤΖΙΑΤΖΙΑΣ	ΔΑ.Σ.Ε. Περτουλίου «ΤΖΙΑΤΖΙΑΣ»		
997129709	accepted	ΔΑ.Σ.Ε. Περτουλίου Τρικάλων	1				
997129709	accepted	ΔΑΣΙΚΟΣ ΣΥΝ/ΣΜΟΣ ΕΡΓΑΣΙΑΣ ΠΕΡΤΟΥΛΙΟΥ - ΤΖΙΑΤΖΙΑΣ	1				
997171856	accepted	ΔΑΣΕ ΜΟΔΙΟΥ	9	Δασικός Συνεταιρισμός ΔΑΣΕ ΜΟΔΙΟΥ	ΔΑΣΕ ΜΟΔΙΟΥ		
997171856	accepted	Δασικός Συνεταιρισμός ΔΑΣΕ ΜΟΔΙΟΥ	2				
997172910	accepted	ΔΑΣΙΚΟ ΣΥΝΕΤΑΙΡΙΣΜΟ ΕΡΓΑΣΙΑΣ ΔΑΣΕ ΚΡΥΟΝΕΡΙΟΥ-ΕΝΩΣΗ	1	ΔΑΣΙΚΟ ΣΥΝΕΤΑΙΡΙΣΜΟ ΕΡΓΑΣΙΑΣ ΔΑΣΕ ΚΡΥΟΝΕΡΙΟΥ-ΕΝΩΣΗ	ΔΑΣΙΚΟ ΣΥΝΕΤΑΙΡΙΣΜΟ ΕΡΓΑΣΙΑΣ ΔΑΣΕ ΚΡΥΟΝΕΡΙΟΥ-ΕΝΩΣΗ		
997175401	accepted	"ΔΑΣΕ ΚΑΡΙΤΣΑΣ ""Ο ΣΤΑΥΡΟΣ"""	7	"ΔΑ.ΣΕ. ΚΑΡΙΤΣΑΣ ""Ο ΣΤΑΥΡΟΣ"""	"ΔΑΣΕ ΚΑΡΙΤΣΑΣ ""Ο ΣΤΑΥΡΟΣ"""		
997175401	accepted	ΔΑΣΕ ΚΑΡΙΤΣΑΣ Ο ΣΤΑΥΡΟΣ	6				
997175401	accepted	"ΔΑ.ΣΕ. ΚΑΡΙΤΣΑΣ ""Ο ΣΤΑΥΡΟΣ"""	5				
997175401	accepted	"ΔΑΣΕ ΚΑΡΙΤΣΑΣ ""Ο ΣΤΑΥΡΟΣ''"	2				
997175401	accepted	"ΔΑΣΕ ΚΑΡΙΤΣΑΣ""Ο ΣΤΑΥΡΟΣ"""	1				
997175425	accepted	"ΔΑΣΕ ΚΑΛΛΙΠΕΥΚΗΣ ""Η ΠΑΤΩΜΕΝΗ"""	11	ΔΑ.Σ.Ε. Καλλιπεύκης ΄΄Η ΠΑΤΩΜΕΝΗ΄΄	"ΔΑΣΕ ΚΑΛΛΙΠΕΥΚΗΣ ""Η ΠΑΤΩΜΕΝΗ"""		
997175425	accepted	ΔΑΣΕ ΚΑΛΛΙΠΕΥΚΗΣ Η ΠΑΤΩΜΕΝΗ	7				
997175425	accepted	ΔΑ.Σ.Ε. Καλλιπεύκης ΄΄Η ΠΑΤΩΜΕΝΗ΄΄	1				
997175425	accepted	"ΔΑ.ΣΕ ΚΑΛΛΙΠΕΥΚΗΣ ""Η ΠΑΤΩΜΕΝΗ"""	1				
997183530	accepted	"ΔΑ.ΣΕ. ΕΛΑΦΟΥ ΑΓΙΑΣ ΛΑΡΙΣΑΣ ""Η ΠΑΝΑΓΙΑ ΚΑΜΠΑΝΑ"""	5	"ΔΑ.ΣΕ. ΕΛΑΦΟΥ ΑΓΙΑΣ ΛΑΡΙΣΑΣ ""Η ΠΑΝΑΓΙΑ ΚΑΜΠΑΝΑ"""	"ΔΑ.ΣΕ. ΕΛΑΦΟΥ ΑΓΙΑΣ ΛΑΡΙΣΑΣ ""Η ΠΑΝΑΓΙΑ ΚΑΜΠΑΝΑ"""		
997183530	accepted	"ΔΑΣΕ ΕΛΑΦΟΥ ΑΓΙΑΣ ""Η ΠΑΝΑΓΙΑ ΚΑΜΠΑΝΑ"""	2				
997183530	accepted	"ΔΑΣΕ ΕΛΑΦΟΥ ΑΓΙΑΣ ΛΑΡΙΣΑΣ ""Η ΠΑΝΑΓΙΑ ΚΑΜΠΑΝΑ"""	2				
997183530	accepted	ΔΑΣΕ ΕΛΑΦΟΥ ΑΓΙΑΣ Η ΠΑΝΑΓΙΑ ΚΑΜΠΑΝΑ	1				
997208737	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΚΑΣΤΑΝΙΑΣ ΚΑΡΔΙΤΣΑΣ ''ΤΟ ΦΡΑΓΜΑ''	2	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΚΑΣΤΑΝΙΑΣ ΚΑΡΔΙΤΣΑΣ ''ΤΟ ΦΡΑΓΜΑ''	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΚΑΣΤΑΝΙΑΣ ΚΑΡΔΙΤΣΑΣ ''ΤΟ ΦΡΑΓΜΑ''		
997208737	accepted	ΔΑΣΕ ΚΑΣΤΑΝΙΑΣ	1				
997208737	accepted	ΔΑΣΕ ΚΑΣΤΑΝΙΑΣ ΚΑΡΔΙΤΣΑΣ ''ΤΟ ΦΡΑΓΜΑ''	1				
997225027	accepted	ΔΑ.Σ.Ε. ΕΠΤΑΛΟΦΟΥ	4	ΔΑ.Σ.Ε. ΕΠΤΑΛΟΦΟΥ	ΔΑ.Σ.Ε. ΕΠΤΑΛΟΦΟΥ		
997225027	accepted	ΔΑ.ΣΕ. ΕΠΤΑΛΟΦΟΥ	1				
997225027	accepted	ΔΑΣΕ ΕΠΤΑΛΟΦΟΥ	1				
997225390	accepted	ΔΑΣΕ ΠΕΝΤΑΛΟΦΟ - ΟΜΑΛΟΥ	1	ΔΑΣΕ ΠΕΝΤΑΛΟΦΟ - ΟΜΑΛΟΥ	ΔΑΣΕ ΠΕΝΤΑΛΟΦΟ - ΟΜΑΛΟΥ		
997225390	accepted	ΔΑΣΕ ΠΕΝΤΑΛΟΦΟΥ ΟΜΑΛΟΥ	1				
997225617	accepted	ΔΑ.Σ.Ε. ΟΙ ΜΑΚΕΔΟΝΕΣ ΚΙΛΚΙΣ	2	"ΔΑ.Σ.Ε. ΚΙΛΚΙΣ ""ΟΙ ΜΑΚΕΔΟΝΕΣ"""	ΔΑ.Σ.Ε. ΟΙ ΜΑΚΕΔΟΝΕΣ ΚΙΛΚΙΣ		
997225617	accepted	"ΔΑ.Σ.Ε. ΚΙΛΚΙΣ ""ΟΙ ΜΑΚΕΔΟΝΕΣ"""	1				
997225617	accepted	ΔΑ.ΣΕ. ΟΙ ΜΑΚΕΔΟΝΕΣ ΚΙΛΚΙΣ	1				
997225617	accepted	"ΔΑΣΕ ""ΟΙ ΜΑΚΕΔΟΝΕΣ"" ΚΙΛΚΙΣ"	1				
997225617	accepted	ΔΑΣΕ ΚΙΛΚΙΣ ΟΙ ΜΑΚΕΔΟΝΕΣ	1				
997225666	accepted	ΔΑ.Σ.Ε. ΚΡΟΥΣΣΩΝ	3	ΔΑ.Σ.Ε. ΚΡΟΥΣΣΩΝ	ΔΑ.Σ.Ε. ΚΡΟΥΣΣΩΝ		
997225666	accepted	ΔΑΣΕ ΚΡΟΥΣΣΩΝ	3				
997309155	accepted	ΔΑ.Σ.Ε. ΑΥΓΕΡΙΝΟΥ-ΝΕΑΠΟΛΗΣ «Η ΦΛΟΓΑ»	8	"ΔΑ.Σ.Ε. ΑΥΓΕΡΙΝΟΥ -ΝΕΑΠΟΛΗΣ ""Η ΦΛΟΓΑ"""	ΔΑ.Σ.Ε. ΑΥΓΕΡΙΝΟΥ-ΝΕΑΠΟΛΗΣ «Η ΦΛΟΓΑ»		
997309155	accepted	"ΔΑ.Σ.Ε. ΑΥΓΕΡΙΝΟΥ -ΝΕΑΠΟΛΗΣ ""Η ΦΛΟΓΑ"""	3				
997309155	accepted	"ΔΑΣΕ ΑΥΓΕΡΙΝΟΥ ΝΕΑΠΟΛΗΣ ""ΦΛΟΓΑ"""	2				
997309339	accepted	"ΔΑ.Σ.Ε. ΠΟΛΥΚΑΣΤΑΝΟΥ ΑΥΓΕΡΙΝΟΥ ""Ο ΚΛΕΨΙΟΣ"""	5	"ΔΑ.Σ.Ε. ΠΟΛΥΚΑΣΤΑΝΟΥ ΑΥΓΕΡΙΝΟΥ ""Ο ΚΛΕΨΙΟΣ"""	"ΔΑ.Σ.Ε. ΠΟΛΥΚΑΣΤΑΝΟΥ ΑΥΓΕΡΙΝΟΥ ""Ο ΚΛΕΨΙΟΣ"""		
997309339	accepted	ΔΑΣΕ ΠΟΛΥΚΑΣΤΑΝΟΥ ΑΥΓΕΡΙΝΟΥ Ο ΚΛΕΨΙΟΣ	1				
997357780	accepted	ΔΑΣΕ ΚΑΤΩ ΣΩΤΗΡΙΤΣΑΣ	18	ΔΑ.ΣΕ ΚΑΤΩ ΣΩΤΗΡΙΤΤΣΑΣ ΑΓΙΑΣ ΛΑΡΙΣΑΣ	ΔΑΣΕ ΚΑΤΩ ΣΩΤΗΡΙΤΣΑΣ		
997357780	accepted	ΔΑΣΕ ΚΑΤΩ ΣΩΤΗΡΙΤΣΑΣ ΑΓΙΑΣ ΛΑΡΙΣΑΣ	11				
997357780	accepted	ΔΑ.ΣΕ ΚΑΤΩ ΣΩΤΗΡΙΤΤΣΑΣ ΑΓΙΑΣ ΛΑΡΙΣΑΣ	2				
997454162	accepted	"ΔΑΣΕ ΓΑΡΕΦΕΙΟΥ "" ΤΑ ΤΣΕΚΟΥΡΙΑ"""	1	"ΔΑΣΕ ΓΑΡΕΦΕΙΟΥ "" ΤΑ ΤΣΕΚΟΥΡΙΑ"""	"ΔΑΣΕ ΓΑΡΕΦΕΙΟΥ "" ΤΑ ΤΣΕΚΟΥΡΙΑ"""		
997455552	accepted	ΔΑΣΕ ΠΕΡΙΚΛΕΙΑΣ ΟΙ ΜΑΧΗΤΕΣ	1	ΔΑΣΕ ΠΕΡΙΚΛΕΙΑΣ ΟΙ ΜΑΧΗΤΕΣ	ΔΑΣΕ ΠΕΡΙΚΛΕΙΑΣ ΟΙ ΜΑΧΗΤΕΣ		
997456026	accepted	Δ.Α.Σ.Ε. ΤΟΠΙΚΗΣ ΚΟΙΝΟΤΗΤΑΣ ΒΡΟΝΤΕΡΟΥ ΔΗΜΟΥ ΠΡΕΣΠΩΝ «Η ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ»	8	Δ.Α.Σ.Ε. ΤΟΠΙΚΗΣ ΚΟΙΝΟΤΗΤΑΣ ΒΡΟΝΤΕΡΟΥ ΔΗΜΟΥ ΠΡΕΣΠΩΝ «Η ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ»	Δ.Α.Σ.Ε. ΤΟΠΙΚΗΣ ΚΟΙΝΟΤΗΤΑΣ ΒΡΟΝΤΕΡΟΥ ΔΗΜΟΥ ΠΡΕΣΠΩΝ «Η ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ»		
997456026	accepted	ΔΑ.Σ.Ε. Τοπικής Κοινότητας Βροντερού Δήμου Πρεσπών «Η Αγία Παρασκευή»	6				
997456026	accepted	ΔΑ.Σ.Ε. Τ.Κ. Βροντερού Δήμου Πρεσπών «Η Αγία Παρασκευή»	1				
997456026	accepted	ΔΑ.Σ.Ε. Τοπικής Κοινοτήτας Βροντερού Δήμου Πρεσπών «Η ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ»	1				
997456155	accepted	ΔΑ.Σ.Ε. Τοπικής Κοινότητας Αγίου Γερμανού Δήμου Πρεσπών «Ο Κότσιφας»	5	ΔΑ.Σ.Ε. Τοπικής Κοινότητας Αγίου Γερμανού Δήμου Πρεσπών «Ο Κότσιφας»	ΔΑ.Σ.Ε. Τοπικής Κοινότητας Αγίου Γερμανού Δήμου Πρεσπών «Ο Κότσιφας»		
997456155	accepted	ΔΑ.Σ.Ε. Τ.Κ. Αγίου Γερμανού Δήμου Πρεσπών «Ο Κότσιφας»	1				
997456769	accepted	Δ.Α.Σ.Ε. ΤΟΠΙΚΩΝ ΚΟΙΝΟΤΗΤΩΝ  ΑΚΡΙΤΑ, ΑΛΩΝΩΝ, ΦΛΑΜΠΟΥΡΟΥ ΔΗΜΟΥ ΦΛΩΡΙΝΑΣ	1	Δ.Α.Σ.Ε. ΤΟΠΙΚΩΝ ΚΟΙΝΟΤΗΤΩΝ  ΑΚΡΙΤΑ, ΑΛΩΝΩΝ, ΦΛΑΜΠΟΥΡΟΥ ΔΗΜΟΥ ΦΛΩΡΙΝΑΣ	Δ.Α.Σ.Ε. ΤΟΠΙΚΩΝ ΚΟΙΝΟΤΗΤΩΝ  ΑΚΡΙΤΑ, ΑΛΩΝΩΝ, ΦΛΑΜΠΟΥΡΟΥ ΔΗΜΟΥ ΦΛΩΡΙΝΑΣ		
997458622	accepted	Δ.Α.Σ.Ε. ΞΙΝΟΥ ΝΕΡΟΥ ΔΗΜΟΥ ΑΜΥΝΤΑΙΟΥ  «ΤΟ ΡΑΝΤΟΣΙ»	1	Δ.Α.Σ.Ε. ΞΙΝΟΥ ΝΕΡΟΥ ΔΗΜΟΥ ΑΜΥΝΤΑΙΟΥ  «ΤΟ ΡΑΝΤΟΣΙ»	Δ.Α.Σ.Ε. ΞΙΝΟΥ ΝΕΡΟΥ ΔΗΜΟΥ ΑΜΥΝΤΑΙΟΥ  «ΤΟ ΡΑΝΤΟΣΙ»		
997458622	accepted	"ΔΑΣΕ ΞΙΝΟΥ ΝΕΡΟΥ ""ΤΟ ΡΑΝΤΟΣΙ"""	1				
997458622	accepted	του ΔΑ.Σ.Ε. Ξινού Νερού «Το Ραντόσι»	1				
997600354	accepted	"ΔΑΣΕ ΑΡΧΑΓΓΕΛΟΥ "" Αγία Παρασκευή"""	1	"ΔΑΣΕ ΑΡΧΑΓΓΕΛΟΥ "" Αγία Παρασκευή"""	"ΔΑΣΕ ΑΡΧΑΓΓΕΛΟΥ "" Αγία Παρασκευή"""		
997600354	accepted	"ΔΑΣΕ ΓΑΡΕΦΕΙΟΥ "" Αγία Παρασκευή"""	1				
997600378	accepted	"ΔΑΣΕ ΑΡΧΑΓΓΕΛΟΥ "" ΤΟ ΠΑΪΚΟ"""	1	"ΔΑΣΕ ΑΡΧΑΓΓΕΛΟΥ "" ΤΟ ΠΑΪΚΟ"""	"ΔΑΣΕ ΑΡΧΑΓΓΕΛΟΥ "" ΤΟ ΠΑΪΚΟ"""		
997600378	accepted	ΔΑΣΕ ΑΡΧΑΓΓΕΛΟΥ ΤΟ ΠΑΙΚΟ	1				
997600446	accepted	"ΔΑΣΕ ΣΩΣΑΝΔΡΑΣ "" ΤΑ ΕΛΑΤΗΡΙΑ"""	2	"ΔΑΣΕ ΣΩΣΑΝΔΡΑΣ "" ΤΑ ΕΛΑΤΗΡΙΑ"""	"ΔΑΣΕ ΣΩΣΑΝΔΡΑΣ "" ΤΑ ΕΛΑΤΗΡΙΑ"""		
997650702	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΝΕΡΑΙΔΑΣ ΚΑΡΔΙΤΣΑΣ ''Ο ΜΕΓΔΟΒΑΣ''	2	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΝΕΡΑΙΔΑΣ ΚΑΡΔΙΤΣΑΣ ''Ο ΜΕΓΔΟΒΑΣ''	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΝΕΡΑΙΔΑΣ ΚΑΡΔΙΤΣΑΣ ''Ο ΜΕΓΔΟΒΑΣ''		
997650702	accepted	ΔΑ.Σ.Ε. ΝΕΡΑΪΔΑΣ «ΟΜΕΓΔΟΒΑΣ»	1				
997650702	accepted	ΔΑ.Σ.Ε. Νεράϊδας Καρδίτσας ‘Ο ΜΕΓΔΟΒΑΣ’	1				
997650702	accepted	ΔΑΣΕ ΝΕΡΑΙΔΑΣ ΚΑΡΔΙΤΣΑΣ ''Ο ΜΕΓΔΟΒΑΣ''	1				
997650702	accepted	"ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ""ΜΕΓΔΟΒΑ"""	1				
997650702	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΝΕΡΑΪΔΑΣ ''ΜΕΓΔΟΒΑΣ''	1				
997841856	accepted	«Δ.Α.Σ.Ε.ΚΥΨΕΛΗΣ  ‘’Η ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ  »	2	«Δ.Α.Σ.Ε.ΚΥΨΕΛΗΣ  ‘’Η ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ  »	«Δ.Α.Σ.Ε.ΚΥΨΕΛΗΣ  ‘’Η ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ  »		
997841856	accepted	ΔΑΣΕ ΚΥΨΕΛΗΣ ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ	2				
997841856	accepted	Δ.Α.Σ.Ε ΚΥΨΕΛΗΣ	1				
997841856	accepted	"Δ.Α.Σ.Ε. ΚΥΨΕΛΗΣ ""Η ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ"""	1				
997841856	accepted	ΔΑΣΕ ΚΥΨΕΛΗΣ-Η Αγία Παρασκευή	1				
997922367	accepted	ΔΑ.Σ.Ε. ΓΟΡΓΙΑΝΗΣ	3	ΔΑ.Σ.Ε. ΓΟΡΓΙΑΝΗΣ	ΔΑ.Σ.Ε. ΓΟΡΓΙΑΝΗΣ		
997922367	accepted	ΔΑ.Σ.Ε ΓΟΡΓΙΑΝΗΣ	1				
997922945	accepted	ΔΑ.Σ.Ε. ΔΕΣΚΑΤΗΣ Η ΒΟΥΝΑΣΙΑ	4	ΔΑ.Σ.Ε. ΔΕΣΚΑΤΗΣ Η ΒΟΥΝΑΣΙΑ	ΔΑ.Σ.Ε. ΔΕΣΚΑΤΗΣ Η ΒΟΥΝΑΣΙΑ		
997961590	accepted	ΔΑ.Σ.Ε. ΔΙΒΟΥΝΟΥ	4	ΔΑ.Σ.Ε. ΔΙΒΟΥΝΟΥ	ΔΑ.Σ.Ε. ΔΙΒΟΥΝΟΥ		
997961590	accepted	ΔΑΣΕ ΔΙΒΟΥΝΟΥ	1				
997962709	accepted	ΔΑΣΕ ΠΑΙΚΟ ΠΑΙΟΝΙΑΣ	8	ΔΑ.Σ.Ε. ΠΑΙΚΟΥ ΠΑΙΟΝΙΑΣ	ΔΑΣΕ ΠΑΙΚΟ ΠΑΙΟΝΙΑΣ		
997962709	accepted	ΔΑ.Σ.Ε. ΠΑΙΚΟ ΠΑΙΟΝΙΑΣ	2				
997962709	accepted	ΔΑ.Σ.Ε. ΠΑΙΚΟΥ ΠΑΙΟΝΙΑΣ	1				
997962709	accepted	ΔΑΣΕ ΠΑΙΚΟΥ ΠΑΙΟΝΙΑΣ	1				
997962709	accepted	ΔΑΣΕ ΠΑΪΚΟ ΠΑΙΟΝΙΑΣ	1				
998121076	accepted	ΔΑΣΕ ΚΑΡΟΠΛΕΣΙΟΥ ΚΑΡΔΙΤΣΑΣ ''ΔΟΛΟΠΕΣ - ΣΑΙΚΑ''	1	ΔΑΣΕ ΚΑΡΟΠΛΕΣΙΟΥ ΚΑΡΔΙΤΣΑΣ ''ΔΟΛΟΠΕΣ - ΣΑΙΚΑ''	ΔΑΣΕ ΚΑΡΟΠΛΕΣΙΟΥ ΚΑΡΔΙΤΣΑΣ ''ΔΟΛΟΠΕΣ - ΣΑΙΚΑ''		
998155971	accepted	ΔΑΣΕ ΒΩΛΑΚΑ ΑΓΙΟΣ ΠΑΥΛΟΣ	11	"ΔΑ.Σ.Ε. ΒΩΛΑΚΑ ""ΑΓ. ΠΑΥΛΟΣ"""	ΔΑΣΕ ΒΩΛΑΚΑ ΑΓΙΟΣ ΠΑΥΛΟΣ		
998155971	accepted	ΔΑΣΕ ΒΩΛΑΚΑ ΑΓ. ΠΑΥΛΟΣ	10				
998155971	accepted	"ΔΑ.Σ.Ε. ΒΩΛΑΚΑ ""ΑΓ. ΠΑΥΛΟΣ"""	3				
998155971	accepted	ΔΑΣΕ ΒΩΛΑΚΑΣ ΑΓΙΟΣ ΠΑΥΛΟΣ	1				
998494225	accepted	ΔΑ.Σ.Ε. Προμάχων Αλμωπίας «Νέα Δύναμη»	2	ΔΑ.Σ.Ε. Προμάχων Αλμωπίας «Νέα Δύναμη»	ΔΑ.Σ.Ε. Προμάχων Αλμωπίας «Νέα Δύναμη»		
998494225	accepted	"ΔΑΣΕ ΠΡΟΜΑΧΩΝ ΑΛΜΩΠΙΑΣ "" ΝΕΑ ΔΥΝΑΜΗ"""	1				
998494796	accepted	"ΔΑΣΕ ΠΡΟΜΑΧΩΝ ""Τα Μακεδονικά Αλυσοπρίονα"""	1	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΠΡΟΜΑΧΩΝ ΤΑ ΜΑΚΕΔΟΝΙΚΑ ΑΛΥΣΟΠΡΙΟΝΑ	"ΔΑΣΕ ΠΡΟΜΑΧΩΝ ""Τα Μακεδονικά Αλυσοπρίονα"""		
998494796	accepted	ΔΑΣΕ ΠΡΟΜΑΧΩΝ Τα Μακεδονικά Αλυσοπρίονα	1				
998494796	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΠΡΟΜΑΧΩΝ ΤΑ ΜΑΚΕΔΟΝΙΚΑ ΑΛΥΣΟΠΡΙΟΝΑ	1				
998495117	accepted	ΔΑΣΕ ΠΡΟΜΑΧΩΝ ΤΑ ΜΑΚΕΔΟΝΙΚΑ ΤΣΕΚΟΥΡΙΑ	1	ΔΑΣΕ ΠΡΟΜΑΧΩΝ ΤΑ ΜΑΚΕΔΟΝΙΚΑ ΤΣΕΚΟΥΡΙΑ	ΔΑΣΕ ΠΡΟΜΑΧΩΝ ΤΑ ΜΑΚΕΔΟΝΙΚΑ ΤΣΕΚΟΥΡΙΑ		
998638016	accepted	ΔΑΣΕ ΣΚΑΛΩΤΗΣ ΑΓ. ΙΩΑΝΝΗΣ	1	ΔΑΣΕ ΣΚΑΛΩΤΗΣ ΑΓΙΟΣ ΙΩΑΝΝΗΣ	ΔΑΣΕ ΣΚΑΛΩΤΗΣ ΑΓ. ΙΩΑΝΝΗΣ		
998638016	accepted	ΔΑΣΕ ΣΚΑΛΩΤΗΣ ΑΓΙΟΣ ΙΩΑΝΝΗΣ	1				
998736267	accepted	ΔΑΣΕ ΡΕΥΜΑΤΟΣ Η ΧΑΪΝΤΟΥ	15	"ΔΑΣΕ: ΡΕΥΜΑΤΟΣ""Η ΧΑΪΝΤΟΥ"""	ΔΑΣΕ ΡΕΥΜΑΤΟΣ Η ΧΑΪΝΤΟΥ		
998736267	accepted	"ΔΑΣΕ ΡΕΥΜΑΤΟΣ""Η ΧΑΪΝΤΟΥ"""	11				
998736267	accepted	"ΔΑΣΕ:ΡΕΥΜΑΤΟΣ""Η ΧΑΪΝΤΟΥ"""	8				
998736267	accepted	ΔΑΣΕ ΒΟΡΕΙΟΣ ΗΠΕΙΡΟΣ	1				
998736267	accepted	"ΔΑΣΕ ΡΕΥΜΑΤΟΣ ""Η ΧΑΙΝΤΟΥ"""	1				
998736267	accepted	"ΔΑΣΕ: ΡΕΥΜΑΤΟΣ""Η ΧΑΪΝΤΟΥ"""	1				
998736267	accepted	"ΔΑΣΕ:ΡΕΥΜΑΤΟΣ¨Η ΧΑΪΝΤΟΥ¨"""	1				
998743209	accepted	ΔΑΣΕ ΑΓΙΑ ΒΑΡΒΑΡΑ	5	ΔΑΣΕ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ	ΔΑΣΕ ΑΓΙΑ ΒΑΡΒΑΡΑ		
998743209	accepted	ΔΑΣΕ Αγία Βαρβάρα	3				
998743209	accepted	ΔΑΣΕ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ	1				
998752347	accepted	ΣΤ ΄ΕΔΑΣΕ ΧΡΥΣΟΜΗΛΙΑΣ ΚΑΙ ΠΑΛΑΙΟΧΩΡΙΟΥ	1	ΣΤ ΄ΕΔΑΣΕ ΧΡΥΣΟΜΗΛΙΑΣ ΚΑΙ ΠΑΛΑΙΟΧΩΡΙΟΥ	ΣΤ ΄ΕΔΑΣΕ ΧΡΥΣΟΜΗΛΙΑΣ ΚΑΙ ΠΑΛΑΙΟΧΩΡΙΟΥ		
998752716	accepted	ΠΡΟΤΥΠΟΣ .ΔΑ.ΣΕ ΧΡΥΣΟΜΗΛΙΑΣ	2	ΠΡΟΤΥΠΟΣ ΔΑ.Σ.Ε. Χρυσομηλιάς Καλαμπάκας	ΠΡΟΤΥΠΟΣ .ΔΑ.ΣΕ ΧΡΥΣΟΜΗΛΙΑΣ		
998752716	accepted	ΔΑ.Σ.Ε Πρότυπος Χρυσομηλιάς Καλαμπάκας	1				
998752716	accepted	ΔΑ.Σ.Ε. Πρότυπος Χρυσομηλιάς Καλαμπάκας	1				
998752716	accepted	ΠΔΑΣΕ ΧΡΥΣΟΜΗΛΙΑΣ	1				
998752716	accepted	ΠΡΟΤΥΠΟΣ ΔΑ.Σ.Ε. Χρυσομηλιάς Καλαμπάκας	1				
998752716	accepted	ΠΡΩΤΥΠΟΣ ΔΑΣΕ ΧΡΥΣΟΜΗΛΙΑΣ ΚΑΛΑΜΠΑΚΑΣ	1				
998977284	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΑΝΩ ΒΡΟΝΤΟΥΣ ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ	14	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΑΝΩ ΒΡΟΝΤΟΥΣ ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΑΝΩ ΒΡΟΝΤΟΥΣ ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ		
998977284	accepted	ΔΑ.Σ.Ε.ΑΝΩ ΒΡΟΝΤΟΥΣ <<ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ>>	4				
999156732	accepted	"ΔΑ.Σ.Ε. ΚΡΑΝΙΑΣ ΓΡΕΒΕΝΩΝ ""Η ΤΟΥΡΓΙΑ"""	4	"ΔΑ.Σ.Ε. ΚΡΑΝΙΑΣ ΓΡΕΒΕΝΩΝ ""Η ΤΟΥΡΓΙΑ"""	"ΔΑ.Σ.Ε. ΚΡΑΝΙΑΣ ΓΡΕΒΕΝΩΝ ""Η ΤΟΥΡΓΙΑ"""		
999156732	accepted	ΔΑ.Σ.Ε ΚΡΑΝΙΑΣ ΓΡΕΒΕΝΩΝ Η ΤΟΥΡΓΙΑ	2				
999418712	accepted	ΔΑ.Σ.Ε. ΑΝΩ ΠΟΡΟΙΩΝ «ΠΕΛΕΚΑΝΟΣ»	1	ΔΑ.Σ.Ε. ΑΝΩ ΠΟΡΟΙΩΝ «ΠΕΛΕΚΑΝΟΣ»	ΔΑ.Σ.Ε. ΑΝΩ ΠΟΡΟΙΩΝ «ΠΕΛΕΚΑΝΟΣ»		
