canonical_afm	verdict	registry_spelling	times_seen	curated_json_name	suggested_display	your_display_name	notes
096156917	accepted	ΔΑΣΕ ΣΙΔΗΡΟΝΕΡΟΥ Η ΡΟΔΟΠΗ	6	ΔΑ.Σ.Ε.Σιδηρόνερου Δράμας η “Ροδόπη”	ΔΑΣΕ ΣΙΔΗΡΟΝΕΡΟΥ Η ΡΟΔΟΠΗ		
096156917	accepted	"ΔΑ.Σ.Ε. ΣΙΔΗΡΟΝΕΡΟΥ ""Η ΡΟΔΟΠΗ"""	2				
096156917	accepted	ΔΑ.Σ.Ε.Σιδηρόνερου Δράμας η “Ροδόπη”	2				
096157650	accepted	ΔΑ.Σ.Ε. ΙΣΩΜΑΤΟΣ	2	ΔΑ.Σ.Ε. ΙΣΩΜΑΤΟΣ	ΔΑ.Σ.Ε. ΙΣΩΜΑΤΟΣ		
096157662	accepted	ΔΑ.Σ.Ε. ΑΓΙΟΥ ΑΝΤΩΝΙΟΥ	3	ΔΑ.Σ.Ε. ΑΓΙΟΥ ΑΝΤΩΝΙΟΥ168	ΔΑ.Σ.Ε. ΑΓΙΟΥ ΑΝΤΩΝΙΟΥ		
096157662	accepted	ΔΑΣΕ ΑΓΙΟΥ ΑΝΤΩΝΙΟΥ	2				
096157662	accepted	ΔΑ.Σ.Ε. ΑΓΙΟΣ ΑΝΤΩΝΙΟΣ	1				
096157662	accepted	ΔΑ.Σ.Ε. ΑΓΙΟΥ ΑΝΤΩΝΙΟΥ168	1				
096160377	accepted	ΔΑΣΕ ΒΕΡΤΙΣΚΟΥ-ΟΣΣΑΣ	3	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΔΑΣΕ ΒΕΡΤΙΣΚΟΥ - ΟΣΣΑΣ	ΔΑΣΕ ΒΕΡΤΙΣΚΟΥ-ΟΣΣΑΣ		
096160377	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΔΑΣΕ ΒΕΡΤΙΣΚΟΥ - ΟΣΣΑΣ	3				
096178412	accepted	ΔΑΣΕ ΚΕΧΡΟΥ	6	ΑΦΜ ΔΑΣΕ ΚΕΧΡΟΥ	ΔΑΣΕ ΚΕΧΡΟΥ		
096178412	accepted	ΑΦΜ ΔΑΣΕ ΚΕΧΡΟΥ	1				
096178448	accepted	ΔΑΣΕ ΧΑΡΑΔΡΑΣ	7	ΔΑΣΙΚΟ ΣΥΝΕΤΑΙΡΙΣΜΟ ΕΡΓΑΣΙΑΣ ΧΑΡΑΔΡΑΣ ΚΕΧΡΟΥ ΠΕ ΡΟΔΟΠΗΣ	ΔΑΣΕ ΧΑΡΑΔΡΑΣ		
096178448	accepted	ΔΑ.Σ.Ε. ΧΑΡΑΔΡΑΣ	1				
096178448	accepted	ΔΑΣΙΚΟ ΣΥΝΕΤΑΙΡΙΣΜΟ ΕΡΓΑΣΙΑΣ ΧΑΡΑΔΡΑΣ ΚΕΧΡΟΥ ΠΕ ΡΟΔΟΠΗΣ	1				
096194018	accepted	ΔΑ.Σ.Ε. ΟΙ ΛΕΟΝΤΕΣ ΤΟΥ ΜΠΕΛΛΕΣ	4	"ΔΑ.Σ.Ε. ""ΟΙ ΛΕΟΝΤΕΣ ΤΟΥ ΜΠΕΛΛΕΣ"""	ΔΑ.Σ.Ε. ΟΙ ΛΕΟΝΤΕΣ ΤΟΥ ΜΠΕΛΛΕΣ		
096194018	accepted	"ΔΑ.Σ.Ε. ""ΟΙ ΛΕΟΝΤΕΣ ΤΟΥ ΜΠΕΛΛΕΣ"""	1				
096203333	accepted	ΔΑΣΕ ΚΑΡΔΑΜΟΥ	6	ΔΑΣΕ ΚΑΡΔΑΜΟΥ	ΔΑΣΕ ΚΑΡΔΑΜΟΥ		
096240840	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΣΚΟΤΙΝΑΣ	2	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΣΚΟΤΙΝΑΣ (ΔΑΣΕ)	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΣΚΟΤΙΝΑΣ		
096240840	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΣΚΟΤΙΝΑΣ (ΔΑΣΕ)	2				
096240840	accepted	ΔΑΣΙΚΟΣ ΣΥΝ/ΣΜΟΣ ΣΚΟΤΙΝΑΣ Ν.Π.Ι.Δ.	1				
099207976	accepted	ΔΑ.Σ.Ε. ¨Η ΕΡΥΘΡΟΕΛΑΤΗ¨ ΒΥΡΩΝΕΙΑΣ	1	ΔΑ.Σ.Ε. ¨Η ΕΡΥΘΡΟΕΛΑΤΗ¨ ΒΥΡΩΝΕΙΑΣ	ΔΑ.Σ.Ε. ¨Η ΕΡΥΘΡΟΕΛΑΤΗ¨ ΒΥΡΩΝΕΙΑΣ		
099240506	accepted	"ΔΑΣΕ ΠΟΤΑΜΩΝ ""ΔΡΥΣ"""	16	"ΔΑΣΕ ΠΟΤΑΜΩΝ ""ΔΡΥΣ"""	"ΔΑΣΕ ΠΟΤΑΜΩΝ ""ΔΡΥΣ"""		
099240506	accepted	ΔΑΣΕ ΠΟΤΑΜΩΝ ΔΡΥΣ	11				
099240506	accepted	"ΠΟΤΑΜΩΝ ""ΔΡΥΣ"""	2				
099240506	accepted	"ΔΑΣΕ ΠΟΤΑΜΩΝ ""ΔΡΥΣ¨"	1				
099240506	accepted	ΔΑΣΕ ΠΟΤΑΜΩΝ ΣΡΥΣ	1				
099240506	accepted	"ΔΣΑΕ ΠΟΤΑΜΩΝ ""ΔΡΥΣ"""	1				
099240543	accepted	"ΔΑΣΕ ΠΟΤΑΜΩΝ ""Ο ΑΕΤΟΣ"""	14	"ΔΑΣΕ ΠΟΤΑΜΩΝ ""Ο ΑΕΤΟΣ"""	"ΔΑΣΕ ΠΟΤΑΜΩΝ ""Ο ΑΕΤΟΣ"""		
099240543	accepted	ΔΑΣΕ ΠΟΤΑΜΩΝ Ο ΑΕΤΟΣ	13				
099240543	accepted	"ΔΑΣΕ ΠΟΤΑΜΩΝ ""ΑΕΤΟΣ"""	2				
099240543	accepted	ΔΑΣΕ Κ. ΝΕΥΡΟΚΟΠΙΟΥ	1				
099240543	accepted	ΔΑΣΕ ΠΟΤΑΜΩΝ ΑΕΤΟΣ	1				
099240543	accepted	"ΠΟΤΑΜΩΝ ""ΔΡΥΣ"""	1				
099240635	accepted	ΔΑΣΕ Κ. ΝΕΥΡΟΚΟΠΙΟΥ	25	"2.	ΔΑ.Σ.Ε Κ.ΝΕΥΡΟΚΟΠΙΟΥ ΔΡΑΜΑΣ"	ΔΑΣΕ Κ. ΝΕΥΡΟΚΟΠΙΟΥ		
099240635	accepted	ΔΑΣΕ Κ ΝΕΥΡΟΚΟΠΙΟΥ	2				
099240635	accepted	ΔΑΣΕ Κ. ΝΕΥΡΙΚΟΠΙΟΥ	2				
099240635	accepted	ΔΑΣΕ ΚΑΤΩ ΝΕΥΡΟΚΟΠΙΟΥ	2				
099240635	accepted	"2.	ΔΑ.Σ.Ε Κ.ΝΕΥΡΟΚΟΠΙΟΥ ΔΡΑΜΑΣ"	1				
099240635	accepted	ΔΑΣΕ ΝΕΥΡΟΚΟΠΙΟΥ	1				
099243730	accepted	"ΔΑΣΕ ΛΟΥΤΡΑΚΙΟΥ ΑΛΜΩΠΙΑΣ ""ΚΑΤΟΥΝΙΤΣΑ"""	1	"ΔΑΣΕ ΛΟΥΤΡΑΚΙΟΥ ΑΛΜΩΠΙΑΣ ""ΚΑΤΟΥΝΙΤΣΑ"""	"ΔΑΣΕ ΛΟΥΤΡΑΚΙΟΥ ΑΛΜΩΠΙΑΣ ""ΚΑΤΟΥΝΙΤΣΑ"""		
099243730	accepted	ΔΑΣΕ ΛΟΥΤΡΑΚΙΟΥ ΑΛΜΩΠΙΑΣ ΚΑΤΟΥΝΙΤΣΑ	1				
099244241	accepted	ΔΑΣΕ ΛΟΥΤΡΑΚΙΟΥ ΠΡΩΤΟΣ ΛΟΥΤΡΑΚΙΟΥ ΑΛΜΩΠΙΑΣ	2	ΔΑΣΕ ΛΟΥΤΡΑΚΙΟΥ ΠΡΩΤΟΣ ΛΟΥΤΡΑΚΙΟΥ ΑΛΜΩΠΙΑΣ	ΔΑΣΕ ΛΟΥΤΡΑΚΙΟΥ ΠΡΩΤΟΣ ΛΟΥΤΡΑΚΙΟΥ ΑΛΜΩΠΙΑΣ		
099244449	accepted	1 ΟΣ ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΝΟΤΙΑΣ ΑΛΜΩΠΙΑΣ	1	1 ΟΣ ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΝΟΤΙΑΣ ΑΛΜΩΠΙΑΣ	1 ΟΣ ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΝΟΤΙΑΣ ΑΛΜΩΠΙΑΣ		
099244449	accepted	1ΟΣ ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΝΟΤΙΑΣ ΑΛΜΩΠΙΑΣ	1				
099244449	accepted	1ος ΔΑΣΕ ΝΟΤΙΑΣ ΑΛΜΩΠΙΑΣ	1				
099244449	accepted	1ος ΔΑΣΕ ΝΟΤΙΑΣ ΑΛΜΩΠΙΑΣ ΠΕΛΛΑΣ	1				
099244449	accepted	1ος ΔΑΣΕ ΝΟΤΙΑΣ-ΑΛΜΩΠΙΑΣ	1				
099244449	accepted	ΔΑΣΕ 1ος ΔΑΣΕ ΝΟΤΙΑΣ ΑΛΜΩΠΙΑΣ	1				
099422688	accepted	ΑΓΡΟΤΙΚΟΣ ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΛΑΡΙΣΑΣ	1	ΑΓΡΟΤΙΚΟΣ ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΛΑΡΙΣΑΣ	ΑΓΡΟΤΙΚΟΣ ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΛΑΡΙΣΑΣ		
099422688	accepted	ΔΑΣΙΚΟΣ ΑΓΡΟΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΛΑΡΙΣΑΣ	1				
099689971	accepted	ΔΑ.Σ.Ε. «ΑΚΡΙΤΑΣ» ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ	1	ΔΑ.Σ.Ε. «ΑΚΡΙΤΑΣ» ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ	ΔΑ.Σ.Ε. «ΑΚΡΙΤΑΣ» ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ		
099694608	accepted	ΔΑΣΕ ΒΙΤΣΙΟΥ ΚΛΕΙΣΟΥΡΑΣ	5	ΔΑ.Σ.Ε. ΒΙΤΣΙΟΥ - ΚΛΕΙΣΟΥΡΑΣ	ΔΑΣΕ ΒΙΤΣΙΟΥ ΚΛΕΙΣΟΥΡΑΣ		
099694608	accepted	ΔΑ.Σ.Ε. ΒΙΤΣΙΟΥ - ΚΛΕΙΣΟΥΡΑΣ	3				
099714593	accepted	Α.ΔΑ.Σ.Ε ΚΑΣΤΑΝΙΑΣ - ΑΜΠΕΛΙΩΝ ΚΛΕΙΝΟΥ	1	Α.ΔΑ.Σ.Ε.ΚΑΣΤΑΝΙΑΣ & ΑΜΠΕΛΙΩΝ ΚΛΕΙΝΟΥ	Α.ΔΑ.Σ.Ε ΚΑΣΤΑΝΙΑΣ - ΑΜΠΕΛΙΩΝ ΚΛΕΙΝΟΥ		
099714593	accepted	Α.ΔΑ.Σ.Ε.ΚΑΣΤΑΝΙΑΣ & ΑΜΠΕΛΙΩΝ ΚΛΕΙΝΟΥ	1				
099714998	accepted	ΟΡΕΙΝΟΣ ΔΑΣΙΚΟΣ ΣΥΝ.ΧΡΥΣΟΜΗΛΙΑΣ	4	Ορεινού ΔΑ.Σ.Ε. Χρυσομηλιάς Καλαμπάκας	ΟΡΕΙΝΟΣ ΔΑΣΙΚΟΣ ΣΥΝ.ΧΡΥΣΟΜΗΛΙΑΣ		
099714998	accepted	Ορεινού ΔΑ.Σ.Ε. Χρυσομηλιάς Καλαμπάκας	4				
099714998	accepted	ΟΔΑΣΕ ΧΡΥΣΟΜΗΛΙΑΣ	3				
099714998	accepted	ΔΑ.Σ.Ε. Χρυσομηλιάς Καλαμπάκας	1				
099715160	accepted	5ος ΕΔΑΣΕ ΧΡΥΣΟΜΗΛΙΑΣ	8	5ος  ΕΛΕΥΘΕΡΟΣ ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΧΡΥΣΟΜΗΛΙΑΣ ΚΑΛΑΜΠΑΚΑΣ	5ος ΕΔΑΣΕ ΧΡΥΣΟΜΗΛΙΑΣ		
099715160	accepted	5ος  ΕΛΕΥΘΕΡΟΣ ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΧΡΥΣΟΜΗΛΙΑΣ ΚΑΛΑΜΠΑΚΑΣ	1				
099715610	accepted	ΟΔΑΣΕ ΜΗΛΙΑΣ ΚΑΛΑΜΠΑΚΑΣ	1	ΟΔΑΣΕ ΜΗΛΙΑΣ ΚΑΛΑΜΠΑΚΑΣ	ΟΔΑΣΕ ΜΗΛΙΑΣ ΚΑΛΑΜΠΑΚΑΣ		
099718353	accepted	ΔΑΣΕ ΕΛΑΦΟΥ Η ΠΑΝΑΓΙΑ ΚΑΜΠΑΝΑ	5	"ΔΑΣΕ ΕΛΑΦΟΥ ""Η ΠΑΝΑΓΙΑ ΚΑΜΠΑΝΑ"""	ΔΑΣΕ ΕΛΑΦΟΥ Η ΠΑΝΑΓΙΑ ΚΑΜΠΑΝΑ		
099718353	accepted	"ΔΑΣΕ ΕΛΑΦΟΥ"" Η ΠΑΝΑΓΙΑ ΚΑΜΠΑΝΑ"""	2				
099718353	accepted	"ΔΑΣΕ ΕΛΑΦΟΥ ""Η ΠΑΝΑΓΙΑ ΚΑΜΠΑΝΑ"""	1				
099742870	accepted	ΔΑΣΕ ΣΚΑΛΩΤΗΣ Η ΠΡΟΟΔΟΣ	12	Νέος ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ Εργασίας Σκαλωτής ‘’Η Πρόοδος’’	ΔΑΣΕ ΣΚΑΛΩΤΗΣ Η ΠΡΟΟΔΟΣ		
099742870	accepted	Νέος ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ Εργασίας Σκαλωτής ‘’Η Πρόοδος’’	2				
099742870	accepted	"ΔΑ.Σ.Ε. ΣΚΑΛΩΤΗΣ ""Η ΠΡΟΟΔΟΣ"""	1				
099922148	accepted	ΔΑ.Σ.Ε. ΦΛΕΓΚΑ ΠΕΡΙΒΟΛΙΟΥ	2	ΔΑΣΕ ΦΛΕΓΚΑ ΠΕΡΙΒΟΛΙΟΥ ΓΡΕΒΕΝΩΝ	ΔΑ.Σ.Ε. ΦΛΕΓΚΑ ΠΕΡΙΒΟΛΙΟΥ		
099922148	accepted	ΔΑ.Σ.Ε ΦΛΕΓΚΑ ΠΕΡΙΒΟΛΙΟΥ	1				
099922148	accepted	ΔΑΣΕ ΦΛΕΓΚΑ ΓΡΕΒΕΝΩΝ	1				
099922148	accepted	ΔΑΣΕ ΦΛΕΓΚΑ ΠΕΡΙΒΟΛΙΟΥ ΓΡΕΒΕΝΩΝ	1				
129346925	accepted	"ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΜΟΥΧΑΣ ""Ο ΑΓΙΟΣ ΤΡΥΦΩΝ"""	2	"ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΜΟΥΧΑΣ ""Ο ΑΓΙΟΣ ΤΡΥΦΩΝ"""	"ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΜΟΥΧΑΣ ""Ο ΑΓΙΟΣ ΤΡΥΦΩΝ"""		
800255232	accepted	ΔΑΣΕ ΚΟΤΥΛΗΣ ΝΕΣΤΟΡΙΟΥ <<ΖΩΟΔΟΧΟΥ ΠΗΓΗΣ>>	3	ΔΑΣΕ ΚΟΤΥΛΗΣ ΝΕΣΤΟΡΙΟΥ <<ΖΩΟΔΟΧΟΥ ΠΗΓΗΣ>>>>	ΔΑΣΕ ΚΟΤΥΛΗΣ ΝΕΣΤΟΡΙΟΥ <<ΖΩΟΔΟΧΟΥ ΠΗΓΗΣ>>		
800255232	accepted	ΔΑΣΕ ΚΟΤΥΛΗΣ ΝΕΣΤΟΡΙΟΥ <<ΖΩΟΔΟΧΟΥ ΠΗΓΗΣ>>>>	3				
800255256	accepted	ΔΑΣΕ ΧΡΥΣΗΣ	2	ΔΑΣΕ ΧΡΥΣΗ ΓΡΑΜΜΟΣ ΣΥΝ/ΣΜΟΣ	ΔΑΣΕ ΧΡΥΣΗΣ		
800255256	accepted	ΔΑΣΕ ΧΡΥΣΗ ΓΡΑΜΜΟΣ ΣΥΝ/ΣΜΟΣ	1				
800255256	accepted	ΔΑΣΕ ΧΡΥΣΗΣ ΓΡΑΜΜΟΣ	1				
800255650	accepted	ΔΑΣΕ ΚΟΤΥΛΗΣ ΝΕΣΤΟΡΙΟΥ <<Ο ΠΥΡΓΟΣ>	3	ΔΑΣΕ ΚΟΤΥΛΗΣ ΝΕΣΤΟΡΙΟΥ <<Ο ΠΥΡΓΟΣ>>	ΔΑΣΕ ΚΟΤΥΛΗΣ ΝΕΣΤΟΡΙΟΥ <<Ο ΠΥΡΓΟΣ>		
800255650	accepted	ΔΑΣΕ ΚΟΤΥΛΗΣ ΝΕΣΤΟΡΙΟΥ <<Ο ΠΥΡΓΟΣ>>	2				
800282129	accepted	Β΄ΔΑΣΕ ΚΕΡΑΣΙΑΣ	4	Β' ΔΑΣΕ Κερασιάς	Β΄ΔΑΣΕ ΚΕΡΑΣΙΑΣ		
800282129	accepted	Β' ΔΑΣΕ Κερασιάς	1				
800282129	accepted	ΔΑΣΕ ΚΕΡΑΣΙΑΣ	1				
800282129	accepted	ΔΑΣΕ ΚΕΧΡΟΥ	1				
800282142	accepted	ΔΑΣΕ ΚΑΜΠΟΥ	7	ΔΑΣΕ ΚΑΜΠΟΥ	ΔΑΣΕ ΚΑΜΠΟΥ		
996509733	accepted	ΔΑΣΕ ΣΤΟΜΙΟΥ ΛΑΡΙΣΑΣ	4	ΔΑΣΕ ΣΤΟΜΙΟΥ ΛΑΡΙΣΑΣ	ΔΑΣΕ ΣΤΟΜΙΟΥ ΛΑΡΙΣΑΣ		
996511267	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΆΤΛΑΣ ΑΛΕΞ/ΠΟΛΗΣ	1	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΆΤΛΑΣ ΑΛΕΞ/ΠΟΛΗΣ ΕΒΡΟΥ	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΆΤΛΑΣ ΑΛΕΞ/ΠΟΛΗΣ		
996511267	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΆΤΛΑΣ ΑΛΕΞ/ΠΟΛΗΣ ΕΒΡΟΥ	1				
996514048	accepted	ΔΑΣΕ ΠΟΛΥΘΕΑΣ	1	ΔΑΣΕ ΠΟΛΥΘΕΑΣ	ΔΑΣΕ ΠΟΛΥΘΕΑΣ		
996514050	accepted	ΔΑΣΕ ΚΑΛΟΓΡΙΑΝΗΣ ΚΑΛΑΜΠΑΚΑΣ	3	ΔΑΣΕ ΚΑΛΟΓΡΙΑΝΗΣ ΚΑΛΑΜΠΑΚΑΣ	ΔΑΣΕ ΚΑΛΟΓΡΙΑΝΗΣ ΚΑΛΑΜΠΑΚΑΣ		
996514050	accepted	ΕΔΑΣΕ ΚΑΛΟΓΡΙΑΝΗΣ	1				
996535228	accepted	ΔΑΣΕ ΒΡΥΑ ΡΗΤΙΝΗΣ	2	Δασικός Συνεταιρισμός «Βρύας Ρητίνης»	ΔΑΣΕ ΒΡΥΑ ΡΗΤΙΝΗΣ		
996535228	accepted	ΔΑΣΕ ΒΡΥΑΣ ΡΗΤΙΝΗΣ	1				
996535228	accepted	Δασικός Συνεταιρισμός «Βρύας Ρητίνης»	1				
996622521	accepted	ΔΑΣΕ ΗΛΙΟΧΩΡΙΟΥ	2	ΔΑΣΕ ΗΛΙΟΧΩΡΙΟΥ	ΔΑΣΕ ΗΛΙΟΧΩΡΙΟΥ		
996631923	accepted	ΔΑ.Σ.Ε. ΒΟΪΟΥ ΚΟΖΑΝΗΣ	1	ΔΑ.Σ.Ε. ΒΟΪΟΥ ΚΟΖΑΝΗΣ	ΔΑ.Σ.Ε. ΒΟΪΟΥ ΚΟΖΑΝΗΣ		
996631923	accepted	ΔΑΣΕ ΒΟΙΟΥ ΚΟΖΑΝΗΣ	1				
996631935	accepted	ΔΑΣΕ ΑΝΩ ΒΟΙΟΥ Η ΑΓ. ΠΑΡΑΣΚΕΥΗ	1	ΔΑΣΕ ΑΝΩ ΒΟΙΟΥ Η ΑΓ. ΠΑΡΑΣΚΕΥΗ	ΔΑΣΕ ΑΝΩ ΒΟΙΟΥ Η ΑΓ. ΠΑΡΑΣΚΕΥΗ		
996632249	accepted	ΔΑΣΕ ΝΕΑΠΟΛΗΣ ΔΗΜΟΥ ΒΟΙΟΥ ΚΟΖΑΝΗΣ	1	ΔΑΣΕ ΝΕΑΠΟΛΗΣ ΔΗΜΟΥ ΒΟΙΟΥ ΚΟΖΑΝΗΣ	ΔΑΣΕ ΝΕΑΠΟΛΗΣ ΔΗΜΟΥ ΒΟΙΟΥ ΚΟΖΑΝΗΣ		
996700503	accepted	Δ.Α.Σ.Ε. ΦΛΩΡΙΝΑΣ  «ΝΕΟΣ»	7	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΦΛΩΡΙΝΑΣ -ΝΕΟΣ	Δ.Α.Σ.Ε. ΦΛΩΡΙΝΑΣ  «ΝΕΟΣ»		
996700503	accepted	ΔΑ.Σ.Ε. Φλώρινας «Νέος»	5				
996700503	accepted	ΔΑ.Σ.Ε. Φλώρινας «ΝΕΟΣ»	2				
996700503	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΦΛΩΡΙΝΑΣ -ΝΕΟΣ	1				
996700700	accepted	Δ.Α.Σ.Ε. ΤΟΠΙΚΩΝ ΚΟΙΝΟΤΗΤΩΝ ΑΝΩ ΥΔΡΟΥΣΑΣ, ΑΤΡΑΠΟΥ, ΠΟΛΥΠΟΤΑΜΟΥ ΚΑΙ ΣΥΝΟΙΚΙΣΜΟΥ ΣΙΜΟΥ ΙΩΑΝΝΙΔΗ, ΔΗΜΟΥ ΦΛΩΡΙΝΑΣ Π.Ε. ΦΛΩΡΙΝΑΣ «Η ΕΝΟΤΗΤΑ»	4	Δ.Α.Σ.Ε. ΤΟΠΙΚΩΝ ΚΟΙΝΟΤΗΤΩΝ ΑΝΩ ΥΔΡΟΥΣΑΣ, ΑΤΡΑΠΟΥ, ΠΟΛΥΠΟΤΑΜΟΥ ΚΑΙ ΣΥΝΟΙΚΙΣΜΟΥ ΣΙΜΟΥ ΙΩΑΝΝΙΔΗ, ΔΗΜΟΥ ΦΛΩΡΙΝΑΣ Π.Ε. ΦΛΩΡΙΝΑΣ «Η ΕΝΟΤΗΤΑ»	Δ.Α.Σ.Ε. ΤΟΠΙΚΩΝ ΚΟΙΝΟΤΗΤΩΝ ΑΝΩ ΥΔΡΟΥΣΑΣ, ΑΤΡΑΠΟΥ, ΠΟΛΥΠΟΤΑΜΟΥ ΚΑΙ ΣΥΝΟΙΚΙΣΜΟΥ ΣΙΜΟΥ ΙΩΑΝΝΙΔΗ, ΔΗΜΟΥ ΦΛΩΡΙΝΑΣ Π.Ε. ΦΛΩΡΙΝΑΣ «Η ΕΝΟΤΗΤΑ»		
996700700	accepted	ΔΑ.Σ.Ε. Τοπικών Κοινοτήτων Άνω Υδρούσας, Ατραπού, Πολυποτάμου & Συνοικισμού Σίμου Ιωαννίδη Δήμου Φλώρινας Π.Ε. Φλώρινας «Η ΕΝΟΤΗΤΑ»	2				
996700890	accepted	Δ.Α.Σ.Ε.  ΤΟΠΙΚΗΣ ΚΟΙΝΟΤΗΤΑΣ ΠΟΛΥΠΟΤΑΜΟΥ ΔΗΜΟΥ ΦΛΩΡΙΝΑΣ  «ΟΙ ΥΛΟΤΟΜΟΙ»	1	Δ.Α.Σ.Ε.  ΤΟΠΙΚΗΣ ΚΟΙΝΟΤΗΤΑΣ ΠΟΛΥΠΟΤΑΜΟΥ ΔΗΜΟΥ ΦΛΩΡΙΝΑΣ  «ΟΙ ΥΛΟΤΟΜΟΙ»	Δ.Α.Σ.Ε.  ΤΟΠΙΚΗΣ ΚΟΙΝΟΤΗΤΑΣ ΠΟΛΥΠΟΤΑΜΟΥ ΔΗΜΟΥ ΦΛΩΡΙΝΑΣ  «ΟΙ ΥΛΟΤΟΜΟΙ»		
996712631	accepted	ΔΑ.Σ.Ε. ΚΑΛΟΧΩΡΙΟΥ	2	ΔΑ.Σ.Ε. ΚΑΛΟΧΩΡΙΟΥ	ΔΑ.Σ.Ε. ΚΑΛΟΧΩΡΙΟΥ		
996713431	accepted	ΔΑΣΙΚΟ ΣΥΝΕΤΑΙΡΙΣΜΟ ΕΡΓΑΣΙΑΣ ΑΚΡΙΤΕΣ ΒΥΡΩΝΕΙΑΣ	1	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΟΙ ΑΚΡΙΤΕΣ ΒΥΡΩΝΕΙΑΣ	ΔΑΣΙΚΟ ΣΥΝΕΤΑΙΡΙΣΜΟ ΕΡΓΑΣΙΑΣ ΑΚΡΙΤΕΣ ΒΥΡΩΝΕΙΑΣ		
996713431	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΟΙ ΑΚΡΙΤΕΣ ΒΥΡΩΝΕΙΑΣ	1				
996713836	accepted	ΔΑΣΕ ΑΚΡΙΤΟΧΩΡΙΟΥ ΣΙΝΤΙΚΗΣ ΣΕΡΡΩΝ ΠΕΡΤΟΥΛΙ	1	ΔΑΣΕ ΑΚΡΙΤΟΧΩΡΙΟΥ ΣΙΝΤΙΚΗΣ ΣΕΡΡΩΝ ΠΕΡΤΟΥΛΙ	ΔΑΣΕ ΑΚΡΙΤΟΧΩΡΙΟΥ ΣΙΝΤΙΚΗΣ ΣΕΡΡΩΝ ΠΕΡΤΟΥΛΙ		
